Job ID,Job URL,Job Title,Company Name,Status,Timestamp,WP ID
6e78e2be37a91164,https://va.linkedin.com/jobs/view/prudential-supervisory-officer-at-supervisory-and-financial-information-authority-asif-holy-see-vatican-city-state-4466099698,Prudential Supervisory Officer,Supervisory and Financial Information Authority (ASIF) Holy See/Vatican City State,failed|wp_post_failed,2026-09-14T09:03:04.568871,
